S8 Preheat,,
S8 Preheat 1,"Date : 22/07/2021, 10:44:14",
446,0.458,34.9
447,0.457,34.9
448,0.457,35
449,0.456,35
450,0.455,35.1
451,0.454,35.1
452,0.453,35.2
453,0.453,35.2
454,0.453,35.2
455,0.453,35.3
456,0.451,35.4
457,0.45,35.5
458,0.448,35.6
459,0.447,35.7
460,0.447,35.7
461,0.448,35.7
462,0.448,35.7
463,0.447,35.7
464,0.446,35.8
465,0.444,36
466,0.443,36
467,0.443,36
468,0.443,36.1
469,0.442,36.1
470,0.442,36.1
471,0.439,36.4
472,0.439,36.4
473,0.438,36.5
474,0.435,36.7
475,0.435,36.7
476,0.433,36.9
477,0.433,36.9
478,0.432,37
479,0.429,37.3
480,0.426,37.5
481,0.422,37.8
482,0.419,38.1
483,0.417,38.3
484,0.419,38.1
485,0.422,37.9
486,0.421,37.9
487,0.42,38
488,0.421,38
489,0.42,38
490,0.418,38.2
491,0.416,38.4
492,0.417,38.3
493,0.417,38.3
494,0.417,38.3
495,0.415,38.5
496,0.412,38.7
497,0.412,38.8
498,0.411,38.8
499,0.41,38.9
500,0.408,39.1
501,0.406,39.2
502,0.405,39.3
503,0.403,39.5
504,0.402,39.7
505,0.401,39.7
506,0.399,39.9
507,0.398,40
508,0.396,40.2
509,0.395,40.2
510,0.395,40.3
511,0.394,40.4
512,0.394,40.4
513,0.392,40.5
514,0.391,40.7
515,0.389,40.8
516,0.387,41
517,0.386,41.1
518,0.387,41.1
519,0.387,41.1
520,0.387,41.1
521,0.385,41.2
522,0.383,41.4
523,0.38,41.6
524,0.378,41.8
525,0.376,42.1
526,0.375,42.2
527,0.375,42.2
528,0.375,42.1
529,0.379,41.8
530,0.378,41.9
531,0.374,42.3
532,0.373,42.4
533,0.373,42.4
534,0.373,42.3
535,0.372,42.5
536,0.372,42.5
537,0.37,42.7
538,0.366,43
539,0.364,43.2
540,0.363,43.3
541,0.365,43.1
542,0.368,42.9
543,0.367,42.9
544,0.367,42.9
545,0.365,43.2
546,0.364,43.3
547,0.364,43.3
548,0.364,43.2
549,0.363,43.4
550,0.361,43.5
551,0.359,43.7
552,0.358,43.8
553,0.358,43.8
554,0.358,43.8
555,0.357,43.9
556,0.357,43.9
557,0.356,44.1
558,0.354,44.3
559,0.352,44.4
560,0.346,45.1
561,0.344,45.3
562,0.342,45.5
563,0.34,45.7
564,0.339,45.8
565,0.338,45.9
566,0.338,45.9
567,0.338,45.9
568,0.338,45.9
569,0.338,46
570,0.336,46.1
571,0.335,46.2
572,0.335,46.2
573,0.335,46.2
574,0.335,46.2
575,0.335,46.2
576,0.335,46.2
577,0.335,46.2
578,0.335,46.2
579,0.334,46.4
580,0.332,46.5
581,0.331,46.6
582,0.33,46.7
583,0.329,46.9
584,0.329,46.9
585,0.327,47.1
586,0.326,47.2
587,0.326,47.2
588,0.325,47.3
589,0.325,47.4
590,0.324,47.4
591,0.324,47.4
592,0.323,47.5
593,0.321,47.7
594,0.321,47.8
595,0.319,48
596,0.319,48
597,0.32,47.9
598,0.321,47.8
599,0.321,47.8
600,0.319,48
601,0.318,48.1
602,0.315,48.4
603,0.315,48.5
604,0.315,48.5
605,0.315,48.5
606,0.315,48.4
607,0.315,48.4
608,0.314,48.6
609,0.314,48.6
610,0.314,48.6
611,0.314,48.5
612,0.314,48.6
613,0.313,48.6
614,0.313,48.7
615,0.312,48.8
616,0.311,48.9
617,0.311,48.9
618,0.311,48.9
619,0.31,49
620,0.309,49.1
621,0.308,49.3
622,0.306,49.4
623,0.306,49.5
624,0.305,49.6
625,0.304,49.7
626,0.304,49.7
627,0.304,49.7
628,0.304,49.7
629,0.304,49.7
630,0.304,49.7
631,0.303,49.8
632,0.302,49.9
633,0.301,49.9
634,0.301,50
635,0.301,50
636,0.301,50
637,0.3,50.1
638,0.3,50.1
639,0.299,50.2
640,0.298,50.3
641,0.298,50.4
642,0.297,50.4
643,0.297,50.5
644,0.297,50.5
645,0.295,50.7
646,0.295,50.7
647,0.294,50.8
648,0.294,50.8
649,0.294,50.9
650,0.293,50.9
651,0.293,51
652,0.292,51
653,0.292,51
654,0.292,51.1
655,0.291,51.2
656,0.29,51.3
657,0.288,51.5
658,0.287,51.6
659,0.287,51.7
660,0.287,51.6
661,0.288,51.6
662,0.289,51.5
663,0.289,51.4
664,0.288,51.5
665,0.288,51.6
666,0.287,51.7
667,0.286,51.8
668,0.285,51.9
669,0.285,51.9
670,0.285,51.9
671,0.284,52
672,0.284,52
673,0.284,52
674,0.284,52
675,0.283,52.1
676,0.282,52.2
677,0.281,52.3
678,0.28,52.5
679,0.279,52.6
680,0.279,52.6
681,0.279,52.6
682,0.279,52.5
683,0.279,52.6
684,0.279,52.6
685,0.279,52.6
686,0.278,52.7
687,0.278,52.8
688,0.277,52.9
689,0.276,52.9
690,0.276,53
691,0.275,53.1
692,0.275,53.1
693,0.274,53.2
694,0.274,53.2
695,0.274,53.2
696,0.273,53.3
697,0.272,53.5
698,0.271,53.6
699,0.271,53.6
700,0.271,53.5
701,0.272,53.5
702,0.272,53.5
703,0.272,53.5
704,0.272,53.5
705,0.272,53.5
706,0.271,53.6
707,0.271,53.6
708,0.27,53.7
709,0.27,53.7
710,0.27,53.7
711,0.269,53.8
712,0.269,53.8
713,0.269,53.8
714,0.268,54
715,0.268,54
716,0.268,54
717,0.268,54
718,0.268,54
719,0.268,53.9
720,0.268,54
721,0.268,54
722,0.267,54
723,0.267,54
724,0.267,54.1
725,0.267,54.1
726,0.266,54.1
727,0.266,54.2
728,0.266,54.3
729,0.266,54.2
730,0.266,54.2
731,0.266,54.2
732,0.266,54.2
733,0.266,54.2
734,0.265,54.3
735,0.265,54.3
736,0.265,54.4
737,0.264,54.5
738,0.263,54.6
739,0.261,54.8
740,0.259,55.1
741,0.258,55.2
742,0.258,55.2
743,0.257,55.3
744,0.256,55.4
745,0.256,55.5
746,0.255,55.5
747,0.255,55.6
748,0.255,55.6
749,0.255,55.6
750,0.255,55.6
751,0.254,55.7
752,0.253,55.8
753,0.253,55.8
754,0.253,55.8
755,0.252,56
756,0.252,56
757,0.252,56
758,0.252,56
759,0.251,56
760,0.251,56.1
761,0.251,56.2
762,0.25,56.2
763,0.25,56.3
764,0.247,56.6
765,0.247,56.6
766,0.247,56.6
767,0.247,56.6
768,0.247,56.6
769,0.247,56.6
770,0.247,56.6
771,0.247,56.7
772,0.246,56.8
773,0.246,56.8
774,0.247,56.7
775,0.247,56.7
776,0.245,56.9
777,0.244,57
778,0.244,57
779,0.243,57.1
780,0.242,57.2
781,0.242,57.2
782,0.242,57.3
783,0.242,57.2
784,0.243,57.1
785,0.243,57.2
786,0.242,57.2
787,0.241,57.3
788,0.24,57.6
789,0.239,57.7
790,0.238,57.9
791,0.237,58
792,0.235,58.2
793,0.234,58.3
794,0.234,58.3
795,0.234,58.3
796,0.234,58.3
797,0.234,58.3
798,0.235,58.2
799,0.235,58.2
800,0.235,58.2
801,0.234,58.3
802,0.234,58.4
803,0.234,58.4
804,0.232,58.6
805,0.231,58.7
806,0.231,58.7
807,0.23,58.9
808,0.229,59
809,0.229,59.1
810,0.228,59.2
811,0.228,59.2
812,0.227,59.3
813,0.225,59.5
814,0.225,59.6
815,0.225,59.6
816,0.225,59.6
817,0.225,59.6
818,0.225,59.5
819,0.224,59.7
820,0.224,59.7
821,0.222,60
822,0.217,60.6
823,0.211,61.5
824,0.212,61.3
825,0.217,60.7
826,0.221,60.1
827,0.221,60.1
828,0.219,60.3
829,0.22,60.3
830,0.22,60.3
831,0.219,60.3
832,0.218,60.5
833,0.216,60.8
834,0.216,60.9
835,0.215,60.9
836,0.216,60.8
837,0.216,60.8
838,0.216,60.8
839,0.216,60.9
840,0.214,61.2
841,0.213,61.2
842,0.214,61.1
843,0.214,61.1
844,0.214,61
845,0.215,61
846,0.214,61
847,0.214,61.2
848,0.213,61.3
849,0.213,61.3
850,0.211,61.4
851,0.214,61.2
852,0.213,61.2
853,0.212,61.4
854,0.212,61.4
855,0.211,61.4
856,0.211,61.5
857,0.211,61.5
858,0.21,61.7
859,0.209,61.9
860,0.205,62.4
861,0.207,62.1
862,0.207,62.1
863,0.206,62.3
864,0.207,62.1
865,0.207,62.1
866,0.207,62.1
867,0.206,62.2
868,0.205,62.3
869,0.205,62.3
870,0.205,62.4
871,0.205,62.4
872,0.205,62.3
873,0.205,62.4
874,0.204,62.5
875,0.202,62.8
876,0.202,62.8
877,0.201,62.9
878,0.201,63
879,0.201,62.9
880,0.201,63
881,0.199,63.2
882,0.199,63.3
883,0.203,62.6
884,0.203,62.7
885,0.203,62.7
886,0.202,62.8
887,0.198,63.5
888,0.19,64.5
889,0.19,64.5
890,0.191,64.5
891,0.192,64.3
892,0.192,64.3
893,0.192,64.2
894,0.192,64.2
895,0.192,64.2
896,0.192,64.2
897,0.193,64.1
898,0.194,64
899,0.194,64
900,0.193,64.1
901,0.191,64.4
902,0.189,64.7
903,0.189,64.7
904,0.189,64.7
905,0.19,64.5
906,0.192,64.3
907,0.191,64.4
908,0.191,64.5
909,0.19,64.5
910,0.186,65.2
911,0.186,65.2
912,0.186,65.2
913,0.186,65.2
914,0.186,65.1
915,0.187,65
916,0.188,64.9
917,0.188,64.9
918,0.188,64.9
919,0.187,65.1
920,0.186,65.2
921,0.185,65.3
922,0.181,65.9
923,0.181,66
924,0.181,65.9
925,0.182,65.8
926,0.182,65.8
927,0.182,65.8
928,0.183,65.6
929,0.183,65.6
930,0.183,65.6
931,0.183,65.6
932,0.183,65.6
933,0.183,65.6
934,0.184,65.5
935,0.183,65.6
936,0.183,65.6
937,0.183,65.6
938,0.184,65.5
939,0.184,65.5
940,0.184,65.5
941,0.184,65.5
942,0.184,65.5
943,0.182,65.7
944,0.181,65.9
945,0.181,65.9
946,0.181,66
947,0.181,66
948,0.181,66
949,0.181,66
950,0.188,64.9
951,0.197,63.5
952,0.202,62.8
953,0.202,62.8
954,0.202,62.8
955,0.203,62.7
956,0.203,62.6
957,0.205,62.4
958,0.207,62.1
959,0.21,61.6
960,0.212,61.4
961,0.214,61.1
962,0.214,61
963,0.214,61
964,0.215,61
965,0.216,60.8
966,0.219,60.4
967,0.22,60.2
968,0.223,59.8
969,0.227,59.3
970,0.231,58.7
971,0.234,58.4
972,0.233,58.5
973,0.231,58.8
974,0.227,59.3
975,0.227,59.3
976,0.226,59.4
977,0.225,59.6
978,0.223,59.9
979,0.221,60.1
980,0.215,60.9
981,0.213,61.3
982,0.208,61.9
983,0.199,63.3
984,0.194,64
985,0.193,64.1
986,0.193,64.1
987,0.201,63
988,0.211,61.5
989,0.214,61.1
990,0.215,60.9
991,0.215,61
992,0.214,61
993,0.213,61.3
994,0.211,61.5
995,0.207,62.1
996,0.2,63.2
997,0.197,63.6
998,0.194,63.9
999,0.185,65.3
"1,000.00",0.187,65
"1,001.00",0.19,64.6
"1,002.00",0.193,64.1
"1,003.00",0.199,63.3
"1,004.00",0.2,63.1
"1,005.00",0.2,63
"1,006.00",0.201,63
"1,007.00",0.201,62.9
"1,008.00",0.203,62.7
"1,009.00",0.203,62.7
"1,010.00",0.203,62.6
"1,011.00",0.203,62.6
"1,012.00",0.203,62.7
"1,013.00",0.202,62.8
"1,014.00",0.202,62.8
"1,015.00",0.2,63.1
"1,016.00",0.199,63.2
"1,017.00",0.198,63.3
"1,018.00",0.198,63.4
"1,019.00",0.199,63.2
"1,020.00",0.199,63.2
"1,021.00",0.201,63
"1,022.00",0.201,62.9
"1,023.00",0.203,62.6
"1,024.00",0.206,62.3
"1,025.00",0.206,62.2
"1,026.00",0.208,61.9
"1,027.00",0.209,61.7
"1,028.00",0.21,61.6
"1,029.00",0.21,61.6
"1,030.00",0.21,61.6
"1,031.00",0.213,61.3
"1,032.00",0.212,61.3
"1,033.00",0.213,61.3
"1,034.00",0.214,61.1
"1,035.00",0.216,60.8
"1,036.00",0.216,60.8
"1,037.00",0.216,60.8
"1,038.00",0.219,60.3
"1,039.00",0.221,60.1
"1,040.00",0.223,59.8
"1,041.00",0.224,59.7
"1,042.00",0.224,59.6
"1,043.00",0.224,59.7
"1,044.00",0.224,59.7
"1,045.00",0.224,59.6
"1,046.00",0.225,59.6
"1,047.00",0.226,59.5
"1,048.00",0.226,59.5
"1,049.00",0.225,59.5
"1,050.00",0.226,59.5
"1,051.00",0.227,59.2
"1,052.00",0.226,59.4
"1,053.00",0.227,59.3
"1,054.00",0.227,59.3
"1,055.00",0.227,59.2
"1,056.00",0.229,59
"1,057.00",0.23,58.9
"1,058.00",0.232,58.7
"1,059.00",0.239,57.7
"1,060.00",0.248,56.4
"1,061.00",0.255,55.6
"1,062.00",0.255,55.6
"1,063.00",0.255,55.6
"1,064.00",0.254,55.7
"1,065.00",0.254,55.8
"1,066.00",0.254,55.8
"1,067.00",0.254,55.7
"1,068.00",0.254,55.7
"1,069.00",0.255,55.6
"1,070.00",0.256,55.4
"1,071.00",0.256,55.4
"1,072.00",0.257,55.4
"1,073.00",0.257,55.4
"1,074.00",0.259,55.1
"1,075.00",0.259,55.1
"1,076.00",0.259,55.1
"1,077.00",0.259,55
"1,078.00",0.261,54.8
"1,079.00",0.26,54.9
"1,080.00",0.261,54.9
"1,081.00",0.261,54.8
"1,082.00",0.262,54.7
"1,083.00",0.261,54.8
"1,084.00",0.262,54.6
"1,085.00",0.263,54.6
"1,086.00",0.263,54.6
"1,087.00",0.262,54.7
"1,088.00",0.262,54.7
"1,089.00",0.262,54.7
"1,090.00",0.264,54.4
"1,091.00",0.268,53.9
"1,092.00",0.272,53.5
"1,093.00",0.274,53.2
"1,094.00",0.274,53.2
"1,095.00",0.274,53.2
"1,096.00",0.274,53.3
"1,097.00",0.273,53.3
"1,098.00",0.273,53.3
"1,099.00",0.275,53.1
"1,100.00",0.085,82.1
,,
,,
S8 Preheat,,
S8 Preheat 2,"Date : 22/07/2021, 10:45:27",
Wavelength (nm),ABS,%T
190,1.706,2
191,1.75,1.8
192,1.773,1.7
193,1.785,1.6
194,1.796,1.6
195,1.8,1.6
196,1.806,1.6
197,1.818,1.5
198,1.825,1.5
199,1.826,1.5
200,1.822,1.5
201,1.809,1.6
202,1.796,1.6
203,1.785,1.6
204,1.769,1.7
205,1.746,1.8
206,1.716,1.9
207,1.677,2.1
208,1.636,2.3
209,1.586,2.6
210,1.536,2.9
211,1.483,3.3
212,1.433,3.7
213,1.381,4.2
214,1.331,4.7
215,1.317,4.8
216,1.285,5.2
217,1.238,5.8
218,1.194,6.4
219,1.155,7
220,1.116,7.7
221,1.077,8.4
222,1.047,9
223,1.006,9.9
224,0.98,10.5
225,0.961,10.9
226,0.946,11.3
227,0.936,11.6
228,0.932,11.7
229,0.934,11.6
230,0.942,11.4
231,0.95,11.2
232,0.958,11
233,0.968,10.8
234,0.978,10.5
235,0.99,10.2
236,1.002,10
237,1.013,9.7
238,1.024,9.5
239,1.033,9.3
240,1.038,9.2
241,1.039,9.1
242,1.04,9.1
243,1.043,9.1
244,1.044,9
245,1.039,9.1
246,1.021,9.5
247,1.003,9.9
248,0.989,10.2
249,0.976,10.6
250,0.961,10.9
251,0.938,11.5
252,0.912,12.2
253,0.891,12.9
254,0.869,13.5
255,0.848,14.2
256,0.827,14.9
257,0.804,15.7
258,0.785,16.4
259,0.764,17.2
260,0.745,18
261,0.733,18.5
262,0.73,18.6
263,0.722,19
264,0.713,19.3
265,0.705,19.7
266,0.696,20.1
267,0.686,20.6
268,0.681,20.9
269,0.676,21.1
270,0.672,21.3
271,0.666,21.6
272,0.662,21.8
273,0.662,21.8
274,0.664,21.7
275,0.662,21.8
276,0.66,21.9
277,0.659,21.9
278,0.659,22
279,0.658,22
280,0.657,22
281,0.656,22.1
282,0.651,22.4
283,0.65,22.4
284,0.65,22.4
285,0.648,22.5
286,0.646,22.6
287,0.644,22.7
288,0.644,22.7
289,0.643,22.8
290,0.64,22.9
291,0.638,23
292,0.637,23
293,0.636,23.1
294,0.635,23.2
295,0.632,23.3
296,0.632,23.3
297,0.627,23.6
298,0.625,23.7
299,0.626,23.6
300,0.627,23.6
301,0.627,23.6
302,0.626,23.6
303,0.622,23.9
304,0.621,23.9
305,0.618,24.1
306,0.615,24.3
307,0.611,24.5
308,0.605,24.8
309,0.601,25.1
310,0.601,25.1
311,0.6,25.1
312,0.599,25.2
313,0.595,25.4
314,0.591,25.7
315,0.591,25.7
316,0.593,25.6
317,0.591,25.7
318,0.586,25.9
319,0.584,26
320,0.584,26.1
321,0.579,26.4
322,0.57,26.9
323,0.565,27.2
324,0.566,27.2
325,0.567,27.1
326,0.567,27.1
327,0.567,27.1
328,0.564,27.3
329,0.56,27.6
330,0.555,27.9
331,0.551,28.1
332,0.549,28.3
333,0.549,28.3
334,0.549,28.3
335,0.547,28.4
336,0.544,28.5
337,0.541,28.7
338,0.539,28.9
339,0.537,29
340,0.534,29.2
341,0.53,29.5
342,0.525,29.8
343,0.524,29.9
344,0.526,29.8
345,0.529,29.6
346,0.529,29.6
347,0.525,29.8
348,0.521,30.1
349,0.519,30.3
350,0.516,30.5
351,0.513,30.7
352,0.512,30.7
353,0.512,30.8
354,0.511,30.9
355,0.51,30.9
356,0.51,30.9
357,0.51,30.9
358,0.505,31.3
359,0.501,31.6
360,0.504,31.3
361,0.508,31.1
362,0.511,30.8
363,0.51,30.9
364,0.51,30.9
365,0.509,31
366,0.507,31.1
367,0.506,31.2
368,0.503,31.4
369,0.501,31.5
370,0.5,31.6
371,0.5,31.6
372,0.498,31.7
373,0.498,31.8
374,0.497,31.8
375,0.496,31.9
376,0.499,31.7
377,0.499,31.7
378,0.501,31.6
379,0.501,31.5
380,0.502,31.5
381,0.5,31.6
382,0.499,31.7
383,0.499,31.7
384,0.5,31.7
385,0.5,31.6
386,0.5,31.6
387,0.5,31.6
388,0.499,31.7
389,0.499,31.7
390,0.489,32.4
391,0.486,32.7
392,0.486,32.7
393,0.485,32.7
394,0.485,32.7
395,0.485,32.7
396,0.484,32.8
397,0.482,33
398,0.482,33
399,0.481,33
400,0.48,33.1
401,0.479,33.2
402,0.478,33.3
403,0.477,33.3
404,0.477,33.3
405,0.477,33.3
406,0.477,33.4
407,0.476,33.4
408,0.476,33.4
409,0.476,33.4
410,0.476,33.4
411,0.476,33.4
412,0.476,33.4
413,0.476,33.4
414,0.475,33.5
415,0.474,33.6
416,0.473,33.7
417,0.472,33.7
418,0.472,33.7
419,0.471,33.8
420,0.47,33.9
421,0.47,33.9
422,0.471,33.8
423,0.471,33.8
424,0.471,33.8
425,0.471,33.8
426,0.471,33.8
427,0.47,33.9
428,0.47,33.9
429,0.47,33.9
430,0.47,33.9
431,0.47,33.9
432,0.469,34
433,0.469,34
434,0.468,34
435,0.468,34
436,0.468,34.1
437,0.467,34.1
438,0.467,34.1
439,0.466,34.2
440,0.465,34.3
441,0.465,34.3
442,0.465,34.3
443,0.465,34.3
444,0.464,34.4
445,0.462,34.5
446,0.461,34.6
447,0.46,34.7
448,0.46,34.7
449,0.46,34.7
450,0.46,34.7
451,0.459,34.8
452,0.458,34.8
453,0.457,34.9
454,0.456,35
455,0.456,35
456,0.455,35.1
457,0.453,35.2
458,0.452,35.3
459,0.451,35.4
460,0.451,35.4
461,0.451,35.4
462,0.451,35.4
463,0.45,35.5
464,0.449,35.6
465,0.448,35.6
466,0.447,35.7
467,0.447,35.7
468,0.447,35.7
469,0.446,35.8
470,0.446,35.8
471,0.444,36
472,0.443,36.1
473,0.442,36.1
474,0.441,36.2
475,0.439,36.4
476,0.438,36.5
477,0.437,36.5
478,0.436,36.7
479,0.433,36.9
480,0.432,37
481,0.427,37.4
482,0.423,37.8
483,0.421,37.9
484,0.423,37.8
485,0.426,37.5
486,0.426,37.5
487,0.425,37.6
488,0.425,37.6
489,0.424,37.6
490,0.422,37.9
491,0.42,38
492,0.421,37.9
493,0.422,37.9
494,0.422,37.9
495,0.419,38.1
496,0.416,38.4
497,0.415,38.5
498,0.414,38.6
499,0.414,38.6
500,0.412,38.7
501,0.411,38.8
502,0.409,39
503,0.407,39.2
504,0.406,39.3
505,0.405,39.4
506,0.403,39.5
507,0.401,39.7
508,0.4,39.8
509,0.399,39.9
510,0.398,40
511,0.398,40
512,0.397,40.1
513,0.396,40.2
514,0.395,40.2
515,0.394,40.4
516,0.392,40.5
517,0.39,40.7
518,0.39,40.7
519,0.391,40.7
520,0.391,40.7
521,0.389,40.9
522,0.387,41
523,0.384,41.3
524,0.382,41.5
525,0.38,41.7
526,0.377,42
527,0.377,42
528,0.378,41.9
529,0.382,41.5
530,0.382,41.5
531,0.378,41.9
532,0.377,42
533,0.378,41.9
534,0.378,41.9
535,0.377,41.9
536,0.376,42
537,0.375,42.2
538,0.371,42.5
539,0.368,42.8
540,0.367,42.9
541,0.37,42.7
542,0.372,42.5
543,0.372,42.5
544,0.372,42.5
545,0.37,42.6
546,0.368,42.8
547,0.368,42.9
548,0.367,42.9
549,0.366,43.1
550,0.364,43.3
551,0.362,43.4
552,0.362,43.4
553,0.362,43.5
554,0.362,43.4
555,0.361,43.6
556,0.36,43.7
557,0.358,43.8
558,0.358,43.9
559,0.356,44.1
560,0.35,44.7
561,0.349,44.8
562,0.347,45
563,0.345,45.2
564,0.343,45.4
565,0.342,45.5
566,0.343,45.4
567,0.342,45.5
568,0.342,45.5
569,0.341,45.6
570,0.339,45.8
571,0.338,45.9
572,0.338,45.9
573,0.338,45.9
574,0.338,45.9
575,0.338,45.9
576,0.339,45.8
577,0.339,45.8
578,0.339,45.9
579,0.337,46.1
580,0.335,46.2
581,0.335,46.3
582,0.333,46.4
583,0.333,46.5
584,0.332,46.5
585,0.331,46.6
586,0.33,46.8
587,0.329,46.9
588,0.328,47
589,0.328,47
590,0.328,47
591,0.327,47
592,0.327,47.1
593,0.325,47.3
594,0.324,47.4
595,0.323,47.6
596,0.323,47.6
597,0.324,47.5
598,0.325,47.3
599,0.324,47.4
600,0.323,47.5
601,0.321,47.8
602,0.319,48
603,0.318,48.1
604,0.318,48.1
605,0.318,48.1
606,0.318,48.1
607,0.318,48.1
608,0.317,48.2
609,0.317,48.2
610,0.317,48.2
611,0.317,48.1
612,0.317,48.2
613,0.317,48.2
614,0.316,48.3
615,0.315,48.4
616,0.315,48.4
617,0.314,48.6
618,0.314,48.6
619,0.313,48.7
620,0.312,48.8
621,0.311,48.9
622,0.31,49
623,0.309,49.1
624,0.308,49.2
625,0.307,49.3
626,0.307,49.3
627,0.307,49.3
628,0.307,49.3
629,0.308,49.3
630,0.307,49.3
631,0.306,49.4
632,0.305,49.5
633,0.305,49.6
634,0.304,49.6
635,0.304,49.6
636,0.304,49.6
637,0.304,49.7
638,0.303,49.8
639,0.303,49.8
640,0.302,49.9
